img_name,x1,y1,x2,y2
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/112.tif,80,-16,240,112
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/112.tif,64,48,208,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/101.tif,48,64,208,160
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/101.tif,0,192,112,256
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/47.tif,48,80,224,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/352.tif,48,64,208,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/217.tif,48,80,208,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/148.tif,48,64,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/148.tif,0,112,64,224
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/379.tif,48,64,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/341.tif,48,64,208,208
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/80.tif,32,80,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/68.tif,48,80,224,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/68.tif,0,0,144,64
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/156.tif,48,80,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/156.tif,0,144,80,240
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/156.tif,112,0,272,80
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/156.tif,0,0,80,48
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/499.tif,48,80,224,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/499.tif,128,144,272,240
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/458.tif,48,64,208,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/188.tif,48,80,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/188.tif,0,0,80,96
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/494.tif,48,64,224,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/267.tif,64,48,192,240
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/267.tif,0,32,48,160
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/507.tif,48,48,224,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/507.tif,0,0,128,48
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/543.tif,48,80,224,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/138.tif,48,80,208,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/367.tif,48,64,224,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/305.tif,48,64,224,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/181.tif,48,80,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/523.tif,48,80,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/524.tif,48,64,224,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/524.tif,0,96,64,208
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/329.tif,48,64,208,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/269.tif,64,64,192,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/269.tif,0,80,80,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/269.tif,0,0,96,64
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/166.tif,64,48,208,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/200.tif,48,64,208,192
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/179.tif,48,80,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/548.tif,48,64,208,176
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/332.tif,64,48,208,208
